velocity,angle,range
41.554251379405116,44.81319426415999,162.3420556234745
74.833125189741,42.57776504111174,557.9934471050208
49.69331378696391,15.373481483019178,140.27184984001352
78.71455554646101,22.083787518716157,466.5119787895047
70.39052437912915,39.99352972744855,508.62264405166707
94.64564832629439,76.91813441462449,426.3827152633478
14.734069838993285,53.334098959130365,49.03498337953434
61.214417367847815,85.87446389234105,9.005998675777818
23.974187806201904,22.847544411420422,51.83037844519099
15.685787396951413,39.84755327345781,48.878886491190755
56.95444603288549,51.52698398665424,351.858356676501
35.35706559408103,40.549592185538316,120.68700594765194
83.54177183591392,20.570118901774528,458.76179008399106
50.394386487206425,27.533641248459137,253.10791311394578
66.61642922565005,22.404713681078192,284.3018053882036
79.4616046256171,33.32746062410768,549.8260078363023
31.498165971455233,81.5393593700031,3.5000337041438527
87.1599573782654,87.0149677837495,90.60859096735605
52.283723141942,38.93214228868712,287.51586283866925
42.39597464673418,77.58497613522206,39.85320807948707
81.91256896017946,61.52416604798824,565.1484641317211
82.25399850096308,46.54235481624461,711.8594417731399
36.957869308146314,25.257860462978506,71.14196588440109
13.66399203490558,61.170532826105045,0.3265723202176716
86.92596263175196,18.88177333825714,494.70985995017816
85.974878082432,44.908066986270924,730.3645033966983
29.977061255986843,47.97205746360195,68.02299152236337
28.863487952402522,38.152658744600856,77.02057583083392
56.33539498606486,45.47833766929722,320.6920080119795
61.779698897038564,52.17615279555036,372.25990530679667
30.90348132175442,75.12462661112593,49.06687173588419
77.86266602975053,62.94726516567394,480.5731452992292
61.126484860476445,57.83552884305997,350.9274747122838
88.24420943628456,78.1777279565056,368.34433070423387
94.16589760855716,80.24177004190092,322.2540228187284
94.55787627722948,67.4781569610625,644.6019558258807
56.51609590299516,35.401010249345106,317.8350925750679
54.50631007669222,31.488847411490372,259.1997542381268
27.349344418701357,53.37162354502516,54.9398933822299
70.21128814302443,16.26432766366751,271.90906541478006
79.50329177610104,37.07020336039624,613.4981978159445
94.32496693834071,67.61351795204772,667.3440876572287
13.378343233664475,19.67677456025256,2.6619604186850445
65.5495398351579,40.94868950134251,373.95142520006556
86.49326030155537,25.969126267835193,601.6827897638526
85.96594238819755,53.98733084545405,726.1766926897908
72.65885074608696,22.870323393445286,386.4879476266822
67.12934393998712,68.95446992624107,293.4791220218727
79.38178876814972,73.8643356831362,310.229239169293
39.41462184182764,70.91603952731992,80.42644107330935
69.06301596789882,82.30068658795938,138.47730804179798
52.76319495862165,75.85925977193776,113.51772743975091
52.12236990001586,52.64077840090832,288.1588039605638
19.46469222520397,33.57543150730491,71.97464679154004
90.97572033104032,76.86906119048723,371.0648234015768
49.22497510823526,78.27020951772998,107.8024313532009
22.99214968930434,66.92021631059328,41.752724605857104
59.20729087477051,57.0768021310302,348.91606679734696
89.72050452745367,45.289970054586405,839.6096200927703
48.53079019817169,71.21457418928973,118.87935700452542
75.25867024070033,35.854504007454466,506.65388570509015
24.43712335713328,39.24731465239945,48.94609703513983
25.458167126995924,28.998165226810723,25.324113067082823
60.40581827557339,67.54345299019428,279.3641130383611
65.22518663113023,31.34528460375802,419.4043041828419
70.9965448225291,32.527945084789636,487.0882894357388
84.5636615797981,74.56762915678672,347.34958049049726
14.832209096676156,78.72495369274856,17.29771943674406
91.1261905523443,85.51883114380553,112.53799034216024
76.01710111108031,16.091226341048255,323.63378446894427
43.96709674330661,19.709736717165445,137.21539969474077
57.856437553864794,57.006977966380006,307.12499229974316
92.74251295236101,25.393075468973294,659.7516980310032
83.35226636478023,19.458327320152605,452.0804320562962
58.31477665988338,19.812095003623615,231.17538962480748
66.32700956494185,55.253124171858985,434.05715986151915
67.77537029531331,35.88278095220747,506.4139023805703
70.81950957775013,74.02327151843255,275.2524944514982
76.28930632102085,25.806757922835185,509.6290762541236
65.20246519944078,43.55597438995196,429.582863386184
44.37895619058857,52.83568087984321,189.04738656929646
68.70136276069424,33.74836551579753,439.88585157805085
45.42518804828453,84.32484680575372,-16.813395473880114
63.353129564884526,46.45645066609109,410.3350748757221
92.28570559976082,19.14832900197579,532.9543916745552
24.67821396001368,47.083179673608015,61.558796081912014
41.29877023466693,35.803383834299126,162.26199055716265
31.255494365725763,53.90243017279218,111.0866457943751
82.00432900044245,86.94428310375712,97.89755530894789
35.702444334108485,59.72460926239029,91.68792273456324
62.06666636645881,54.23008589294496,340.16226640400185
13.003741692411573,26.134900983352466,35.74226366583264
76.06087714089497,25.400955556835978,432.5534661918767
73.61404803671324,22.30493542836947,386.1909338374194
57.83971549067199,15.86674897123298,159.35374758577046
23.50972119735256,75.55367556869342,25.35448677412541
59.205583595203,83.65286704621987,89.92945202410213
77.70588630864049,57.66713568217143,533.0752837143002
32.964823632590814,45.35785816178552,116.4351942039577
47.93863927291148,75.37940027715706,50.770238825593
33.87160771539921,47.81855839927755,100.32036739720641
27.032538694397783,80.75796511192203,55.182874432114176
53.353979857457624,50.711813849134444,331.63658166475903
25.672993792876817,21.692475468826302,93.91842180323238
84.69887917266482,31.310760865134355,670.5669235932208
69.92366453240622,74.6186545975404,203.8267562879622
46.56176333353239,58.81670379210049,174.11550217193178
82.5002891621505,19.546845032135458,460.61798016733746
44.51511284356309,42.57967388682822,182.66632797736736
17.03283322746256,81.63855714516188,19.396366090890442
16.704160045496376,73.57273620245144,-18.503025228130454
17.450323038211117,73.37646286679555,-12.99828945261816
90.39643879706509,44.41435393141934,859.953078630559
53.772175860268774,32.83235838832282,318.91777604150803
88.51372094637709,77.14528228379783,335.4887092795351
58.27183336022619,38.45684924875434,393.36871394842746
88.69652482679767,15.216928170413967,398.1472187342114
25.437088479993292,75.27006355965544,35.05793144047843
18.320019089368163,32.156507636466614,38.96546699532435
23.07965990504194,55.85415909283249,41.13739219602205
94.48828886400509,87.8111276091561,89.61220548540666
76.21773962132409,46.937536515651644,588.7349250118999
84.60187379914221,22.73811780701009,517.0459400116889
49.00091223863484,87.281820968206,9.471689283479115
60.38612188319477,42.352471868193504,395.3280665418261
20.08263313358622,25.598025345900172,22.043537527955586
91.57968030622008,45.36620220455118,877.9265707509318
60.801284315806825,81.47415305448169,128.12624754959106
38.62609773356255,64.25171992692708,94.58941823345876
94.10057066169175,49.62408447029684,874.7635083316294
63.74397247541527,28.447670786175138,380.85600566978815
51.47778759574338,22.80150400189951,228.9054204056924
58.8222396395356,36.831030914937685,310.3764584761968
31.677210470988552,34.70103312756136,109.3734787572721
44.46110156048972,40.84506226151582,200.43967221695024
70.35652027557418,59.50215637265504,404.4464180471284
39.054028641082965,76.57195478743844,100.25779909403832
84.79360840553483,77.70863486608008,323.26433728566377
89.90562463853564,60.88813340321789,693.1717731900532
89.50451900026803,56.74080327877497,709.743289526788
13.80246903126946,18.475358752340963,5.011338117848156
37.893616748105146,76.88368726105746,79.17349192509639
34.296783384926485,82.11956812898889,42.135402360626415
79.4122280623373,24.328852507985445,479.7536034926658
27.509720075256766,48.742363420549594,71.66392548112387
41.70092673860455,31.438681513358727,159.7067964382979
72.44705121034275,80.46710201553479,168.6332308659209
42.78425395801006,34.905751440521755,187.22893236339613
84.95235114757642,39.33433126614716,722.2223367540024
37.12186770937223,43.85203807985965,165.20568614203464
41.82038396204676,53.765007898706834,162.85975357821914
16.192649743904884,59.996984513829,35.4133141395169
73.75200025387028,58.07799092943876,479.1643995195938
69.49317817748484,18.864336867508268,280.35059273911986
66.05534067486659,68.13322233893035,299.0863644575186
89.3976469011042,39.13732714244972,812.9302651550076
80.22563415902763,38.99710947089574,604.162014119501
72.52729704772398,25.542079033715055,453.0810200736345
22.04134460066028,20.10725248752474,45.17314816435234
27.379858436541067,37.5407002892951,73.6807914859649
12.043027287955738,56.042823576831545,34.75094427027176
55.44122993731377,43.21064835421542,288.56159910269247
46.012106752049775,24.47908918842691,115.4303123597994
76.96029151489498,84.85111420841669,126.24612406108679
31.364627023212137,50.52039562472788,102.86665268544775
36.72374209189675,28.51236580406619,88.81279410330161
30.046878222359766,25.414614449089335,43.56955381408057
51.29607789363949,47.88920441050475,245.79214155343848
37.30889946564582,58.20165574526141,137.75668995728654
65.21332052751838,28.031860463557486,343.51893507861746
54.9804071775894,55.55290513040547,263.27915358939583
23.124974969299707,30.686685068620072,2.403046637624051
16.401519909834338,31.834766304171804,35.74448104276435
29.21692319782519,31.29542087972628,74.43774023568169
60.160910746352236,83.54515528878669,94.47575933605718
32.119578837489925,41.57421606681195,88.06466020847057
63.29043529385348,32.76934873249098,402.9028519431119
60.33096465338045,81.49645803610919,105.74693827520022
76.13293472251814,34.218664623297016,568.1086916347368
94.62720835033655,33.524916897236594,854.0969497271176
14.187713536989744,68.20625287037267,58.081197311015124
33.847865680121,15.940868121225996,34.91411984082921
15.975274896777345,72.67288674084847,10.083096012695197
70.98038796199592,62.201394104484265,424.9812760823883
55.96501636301156,66.86422448516797,219.93122251464547
15.693082333094432,24.336163496783385,45.86254695743419
91.29066658596,86.11142859823508,105.95043016105188
34.183491711182086,76.70919783271806,54.2457830587533
32.68677333969059,52.122720257686055,132.91590139580296
55.2762192780201,35.411650101425806,327.703546718379
69.31382327201524,77.77752062884724,244.58644902005764
42.752817882649325,39.749276375430256,214.7294754536494
61.67830482614802,36.00997394183911,333.5710576942482
71.97172237156363,53.447145961522374,507.5361713363181
27.848334580875097,57.148434829864456,73.76468527213116
